Date,Open,High,Low,Close,Adj Close,Volume
2022-12-21,605.900024,609.150024,589.599976,593.400024,582.088562,9217253
2022-12-22,597.000000,599.000000,587.549988,593.400024,582.088562,8740149
2022-12-23,590.000000,590.700012,571.500000,574.000000,563.058350,13047046
2022-12-26,574.000000,601.700012,570.700012,597.099976,585.718018,13201587
2022-12-27,600.400024,603.099976,593.299988,601.900024,590.426575,9638618
2022-12-28,600.900024,607.000000,598.549988,601.049988,589.592712,7988631
2022-12-29,600.000000,618.000000,597.150024,611.799988,600.137817,20130392
2022-12-30,615.250000,620.549988,611.349976,613.700012,602.001587,13052895
2023-01-02,614.950012,619.200012,611.200012,612.200012,600.530212,6726084
2023-01-03,614.500000,616.599976,610.000000,612.400024,600.726379,6818062
2023-01-04,611.849976,614.950012,604.000000,605.200012,593.663635,7011191
2023-01-05,607.000000,611.599976,601.950012,605.099976,593.565491,8241475
2023-01-06,607.400024,607.450012,597.000000,600.650024,589.200378,7972036
2023-01-09,605.000000,609.000000,600.099976,607.700012,596.115967,8878905
2023-01-10,608.450012,609.000000,590.599976,595.150024,583.805237,10622660
2023-01-11,596.450012,599.500000,592.250000,596.700012,585.325684,7419630
2023-01-12,597.900024,597.900024,590.099976,594.900024,583.559998,8183715
2023-01-13,597.900024,602.900024,593.650024,600.099976,588.660828,7877610
2023-01-16,603.000000,606.099976,600.599976,603.000000,591.505554,5483191
2023-01-17,603.000000,606.000000,586.049988,592.950012,581.647156,13461999
2023-01-18,595.900024,597.150024,587.599976,591.450012,580.175720,11538075
2023-01-19,591.000000,591.750000,587.549988,589.849976,578.606201,7475688
2023-01-20,593.799988,596.599976,590.799988,592.200012,580.911438,6750607
2023-01-23,598.500000,601.750000,592.950012,600.450012,589.004150,6604469
2023-01-24,603.500000,604.599976,593.049988,594.349976,583.020386,7609623
2023-01-25,595.849976,595.849976,567.400024,568.700012,557.859375,25686294
2023-01-27,568.000000,568.549988,532.250000,539.950012,529.657410,40163464
2023-01-30,536.000000,554.349976,525.200012,538.200012,527.940796,40797825
2023-01-31,545.000000,557.000000,537.849976,553.500000,542.949097,21911943
2023-02-01,561.400024,565.000000,499.350006,527.349976,517.297546,38218810
2023-02-02,520.200012,532.650024,502.500000,528.099976,518.033264,39287056
2023-02-03,536.000000,545.950012,519.150024,544.200012,533.826416,32317232
2023-02-06,558.799988,558.799988,536.549988,545.400024,535.003540,25338586
2023-02-07,548.000000,551.400024,541.049988,547.099976,536.671082,16195947
2023-02-08,550.000000,554.500000,545.500000,549.750000,539.270630,15502847
2023-02-09,552.000000,552.000000,542.799988,550.799988,540.300598,15061047
2023-02-10,546.500000,557.250000,546.500000,553.049988,542.507690,13824475
2023-02-13,554.000000,556.900024,533.299988,537.500000,527.254150,18488732
2023-02-14,539.950012,544.599976,530.750000,540.849976,530.540222,18559909
2023-02-15,540.000000,544.650024,536.799988,542.250000,531.913574,12796579
2023-02-16,546.849976,546.849976,538.500000,540.099976,529.804504,12767016
2023-02-17,538.500000,539.650024,527.750000,531.000000,520.878052,14192008
2023-02-20,532.000000,533.950012,522.150024,525.150024,515.139587,12570032
2023-02-21,527.099976,528.950012,522.400024,523.450012,513.471985,10223218
2023-02-22,520.750000,521.900024,512.500000,516.349976,506.507263,14763050
2023-02-23,516.950012,524.000000,511.350006,521.000000,511.068634,15535085
2023-02-24,524.200012,527.500000,517.599976,521.049988,511.117676,12253035
2023-02-27,521.099976,529.799988,519.000000,527.700012,517.640930,11048799
2023-02-28,527.250000,528.450012,521.049988,522.799988,512.834351,15768010
2023-03-01,523.250000,537.400024,523.099976,536.700012,526.469360,13510198
2023-03-02,535.950012,539.900024,532.500000,533.750000,523.575623,10376913
2023-03-03,542.000000,564.299988,541.750000,561.200012,550.502380,27656538
2023-03-06,564.900024,567.900024,559.000000,561.700012,550.992859,16162268
2023-03-08,560.000000,565.500000,556.450012,564.799988,554.033691,12637578
2023-03-09,564.750000,565.750000,558.000000,558.900024,548.246216,8993423
2023-03-10,553.099976,554.950012,545.000000,547.349976,536.916321,11522371
2023-03-13,547.000000,553.150024,528.450012,530.000000,519.897095,14373729
2023-03-14,527.650024,532.799988,520.000000,525.400024,515.384766,14750800
2023-03-15,529.799988,532.000000,515.549988,517.549988,507.684387,11282329
2023-03-16,518.400024,529.349976,514.299988,524.500000,514.501953,20040008
2023-03-17,528.650024,531.599976,520.099976,529.799988,519.700867,18787379
2023-03-20,526.599976,526.599976,515.000000,519.200012,509.302979,14275315
2023-03-21,522.000000,523.450012,516.450012,521.849976,511.902405,29485180
2023-03-22,522.200012,527.000000,520.099976,521.549988,511.608154,11619538
2023-03-23,519.400024,521.000000,511.500000,512.750000,502.975922,22097792
2023-03-24,514.500000,514.950012,503.450012,505.350006,495.716980,14416984
2023-03-27,507.000000,514.150024,501.549988,510.149994,500.425476,15674218
2023-03-28,511.450012,511.750000,503.850006,508.100006,498.414551,15833599
2023-03-29,509.000000,518.000000,506.299988,516.500000,506.654419,24203789
2023-03-31,520.650024,524.900024,519.349976,523.750000,513.766235,17356345
2023-04-03,524.750000,528.500000,522.099976,526.750000,516.709045,14210949
2023-04-05,527.000000,527.599976,519.049988,523.000000,513.030518,13574801
2023-04-06,524.000000,533.700012,521.650024,527.650024,517.591919,25125879
2023-04-10,529.250000,530.400024,524.400024,526.299988,516.267578,17335453
2023-04-11,530.849976,535.700012,527.150024,532.099976,521.957031,26414406
2023-04-12,533.200012,534.000000,526.000000,528.200012,518.131409,21292441
2023-04-13,529.299988,534.250000,527.150024,532.950012,522.790894,28597560
2023-04-17,528.000000,545.000000,528.000000,544.000000,533.630188,32476990
2023-04-18,545.349976,548.500000,540.500000,545.849976,535.444946,22283456
2023-04-19,544.000000,547.500000,538.250000,540.299988,530.000732,21156372
2023-04-20,541.200012,545.450012,536.650024,544.799988,534.414978,25588577
2023-04-21,545.000000,546.400024,539.700012,543.150024,532.796448,22599418
2023-04-24,543.799988,555.549988,543.500000,554.599976,544.028137,23335611
2023-04-25,555.000000,567.900024,555.000000,561.799988,551.090881,38142390
2023-04-26,562.000000,567.000000,556.450012,566.349976,555.554138,23143882
2023-04-27,565.000000,567.400024,561.099976,564.750000,553.984680,17845169
2023-04-28,567.799988,580.450012,565.500000,578.299988,567.276367,16183423
2023-05-02,580.000000,580.849976,573.150024,575.299988,564.333557,13667511
2023-05-03,570.650024,575.000000,569.000000,570.500000,559.625061,9699527
2023-05-04,570.200012,580.799988,568.500000,580.000000,568.943970,12533761
2023-05-05,580.200012,588.250000,575.049988,576.500000,565.510681,18163461
2023-05-08,577.650024,587.599976,577.349976,583.599976,572.475342,12990869
2023-05-09,585.000000,586.450012,572.099976,573.500000,562.567871,18959065
2023-05-10,575.000000,575.000000,563.250000,572.200012,561.292664,18561315
2023-05-11,572.200012,580.000000,572.000000,573.450012,562.518860,16016715
2023-05-12,574.700012,580.750000,571.549988,578.150024,567.129272,11319335
2023-05-15,578.750000,584.000000,574.650024,581.900024,570.807800,11410243
2023-05-16,584.000000,590.400024,582.000000,586.299988,575.123901,22178229
2023-05-17,586.000000,590.500000,579.500000,586.299988,575.123901,23739774
2023-05-18,590.299988,593.900024,571.400024,574.200012,563.254578,45656620
2023-05-19,579.000000,586.250000,569.900024,575.150024,564.186462,42293962
2023-05-22,577.500000,580.299988,573.450012,577.150024,566.148315,21484049
2023-05-23,578.900024,583.700012,576.799988,581.599976,570.513428,16120548
2023-05-24,579.799988,585.250000,578.250000,582.700012,571.592529,17616658
2023-05-25,582.000000,582.900024,577.000000,581.250000,570.170166,16479436
2023-05-26,581.250000,587.750000,580.549988,586.000000,574.829590,9788076
2023-05-29,590.000000,596.400024,588.049988,595.000000,583.658020,18432231
2023-05-30,595.000000,595.500000,591.500000,592.799988,581.500000,15031640
2023-05-31,583.799988,584.799988,577.500000,579.849976,579.849976,28797643
2023-06-01,581.799988,586.400024,581.000000,582.750000,582.750000,17820226
2023-06-02,584.700012,588.900024,583.000000,587.200012,587.200012,11323908
2023-06-05,588.500000,589.799988,586.000000,587.200012,587.200012,12920507
2023-06-06,588.000000,588.900024,583.000000,585.349976,585.349976,11199940
2023-06-07,588.000000,590.599976,586.000000,589.200012,589.200012,11113781
2023-06-08,589.950012,593.950012,586.349976,588.500000,588.500000,15971917
2023-06-09,588.000000,589.099976,576.750000,578.700012,578.700012,18870272
2023-06-12,580.000000,581.500000,577.700012,578.650024,578.650024,8786066
2023-06-13,579.450012,581.400024,574.250000,576.400024,576.400024,12612098
2023-06-14,577.000000,578.549988,575.250000,576.549988,576.549988,8948696
2023-06-15,576.000000,576.700012,565.250000,566.500000,566.500000,17934877
2023-06-16,568.750000,574.700012,567.049988,571.250000,571.250000,12660226
2023-06-19,571.250000,572.750000,565.900024,568.849976,568.849976,17903691
2023-06-20,568.849976,569.450012,562.549988,567.400024,567.400024,14549152
2023-06-21,567.400024,569.500000,565.650024,566.349976,566.349976,14946871
2023-06-22,566.349976,569.000000,561.049988,562.950012,562.950012,14979063
2023-06-23,562.000000,562.099976,553.799988,554.599976,554.599976,12215712
2023-06-26,556.000000,558.500000,554.500000,557.049988,557.049988,8360264
2023-06-27,558.250000,567.950012,555.650024,566.099976,566.099976,10694768
2023-06-28,566.099976,566.099976,566.099976,566.099976,566.099976,0
2023-06-30,574.000000,574.000000,570.200012,572.849976,572.849976,8718232
2023-07-03,574.500000,586.349976,573.900024,585.450012,585.450012,15421985
2023-07-04,588.200012,595.950012,582.250000,589.250000,589.250000,24799250
2023-07-05,589.799988,593.700012,588.200012,590.599976,590.599976,13598114
2023-07-06,590.400024,593.500000,589.099976,592.500000,592.500000,11323509
2023-07-07,590.000000,595.500000,585.500000,593.599976,593.599976,11707209
2023-07-10,594.650024,599.799988,590.250000,592.599976,592.599976,11417363
2023-07-11,595.000000,595.950012,587.349976,588.549988,588.549988,13221177
2023-07-12,589.000000,594.500000,588.200012,589.250000,589.250000,16029716
2023-07-13,594.900024,598.000000,583.349976,585.650024,585.650024,20024503
2023-07-14,586.750000,591.299988,580.700012,584.400024,584.400024,12190152
2023-07-17,587.000000,602.849976,584.200012,601.099976,601.099976,19378986
2023-07-18,603.049988,604.049988,588.750000,592.349976,592.349976,25757209
2023-07-19,594.650024,602.400024,592.000000,601.450012,601.450012,17556585
2023-07-20,601.400024,610.799988,598.750000,610.049988,610.049988,34038351
2023-07-21,610.000000,619.500000,609.000000,615.099976,615.099976,21040281
2023-07-24,615.049988,621.900024,614.299988,617.650024,617.650024,11756364
2023-07-25,621.799988,621.799988,604.200012,609.599976,609.599976,18503305
2023-07-26,612.000000,616.349976,609.150024,615.150024,615.150024,9999125
2023-07-27,616.400024,621.250000,613.099976,616.549988,616.549988,17444742
2023-07-28,616.400024,619.900024,613.599976,616.049988,616.049988,11930586
2023-07-31,616.650024,621.000000,614.500000,620.200012,620.200012,8605483
2023-08-01,620.200012,620.849976,610.599976,611.849976,611.849976,13493453
2023-08-02,609.849976,610.500000,594.099976,598.450012,598.450012,14977497
2023-08-03,598.700012,600.849976,585.000000,590.500000,590.500000,27774877
2023-08-04,594.799988,598.700012,571.400024,573.299988,573.299988,52725616
2023-08-07,577.000000,577.000000,566.650024,567.900024,567.900024,32736325
2023-08-08,571.000000,574.250000,568.450012,573.099976,573.099976,25038671
2023-08-09,575.000000,575.000000,568.349976,573.750000,573.750000,15769111
2023-08-10,573.750000,577.599976,570.099976,573.650024,573.650024,27325801
2023-08-11,575.450012,579.000000,572.000000,574.150024,574.150024,18221179
2023-08-14,572.950012,573.000000,558.599976,560.799988,560.799988,28084093
2023-08-16,558.799988,566.400024,554.000000,565.349976,565.349976,15725767
2023-08-17,565.750000,573.150024,564.000000,572.150024,572.150024,27910162
2023-08-18,570.000000,575.250000,567.400024,572.950012,572.950012,18253227
2023-08-21,572.950012,575.549988,570.750000,571.700012,571.700012,9380810
2023-08-22,572.500000,574.450012,567.500000,568.500000,568.500000,14073413
2023-08-23,571.000000,577.950012,566.000000,576.900024,576.900024,18579297
2023-08-24,578.150024,582.000000,575.549988,576.950012,576.950012,24131644
2023-08-25,573.799988,575.299988,567.200012,569.950012,569.950012,12271885
2023-08-28,572.799988,574.799988,569.200012,572.849976,572.849976,9711932
2023-08-29,573.650024,576.299988,571.849976,574.849976,574.849976,13144855
2023-08-30,576.700012,577.700012,566.099976,567.400024,567.400024,15281416
2023-08-31,569.299988,570.299988,559.400024,561.349976,561.349976,27898476
2023-09-01,562.700012,571.200012,562.099976,569.549988,569.549988,18121168
2023-09-04,572.000000,576.349976,568.450012,575.549988,575.549988,12108655
2023-09-05,575.599976,578.250000,571.349976,573.000000,573.000000,14444729
2023-09-06,574.250000,574.250000,568.000000,570.500000,570.500000,20609936
2023-09-07,568.000000,581.000000,568.000000,579.049988,579.049988,12390597
2023-09-08,581.000000,588.500000,579.700012,583.450012,583.450012,14032068
